Observable variable/alias used,Times Used,Line start,Line end,Filename
Subject,1,30,30,/Users/stefanosathanasoulias/thesis-projects-container/projects/rxjs-etc-master/source/operators/prioritize.ts
Subject,1,37,37,/Users/stefanosathanasoulias/thesis-projects-container/projects/rxjs-etc-master/source/operators/refCountDelay.ts
Observable,1,10,10,/Users/stefanosathanasoulias/thesis-projects-container/projects/rxjs-etc-master/source/operators/skipSync.ts
Observable,1,10,10,/Users/stefanosathanasoulias/thesis-projects-container/projects/rxjs-etc-master/source/operators/skipSync.ts
Subject,1,21,21,/Users/stefanosathanasoulias/thesis-projects-container/projects/rxjs-etc-master/source/operators/splitBy.ts
Observable,1,23,23,/Users/stefanosathanasoulias/thesis-projects-container/projects/rxjs-etc-master/source/operators/startWithTimeout.ts
Observable,1,23,23,/Users/stefanosathanasoulias/thesis-projects-container/projects/rxjs-etc-master/source/operators/startWithTimeout.ts
Observable,1,10,10,/Users/stefanosathanasoulias/thesis-projects-container/projects/rxjs-etc-master/source/operators/takeSync.ts
Observable,1,10,10,/Users/stefanosathanasoulias/thesis-projects-container/projects/rxjs-etc-master/source/operators/takeSync.ts
UnsubscribeOnOperator,1,21,21,/Users/stefanosathanasoulias/thesis-projects-container/projects/rxjs-etc-master/source/operators/unsubscribeOn.ts
UnsubscribeOnSubscriber,1,29,29,/Users/stefanosathanasoulias/thesis-projects-container/projects/rxjs-etc-master/source/operators/unsubscribeOn.ts
Observable,1,62,62,/Users/stefanosathanasoulias/thesis-projects-container/projects/rxjs-etc-master/source/operators/withLatestFromWhen.ts
Observable,1,62,62,/Users/stefanosathanasoulias/thesis-projects-container/projects/rxjs-etc-master/source/operators/withLatestFromWhen.ts
Subscription,1,67,67,/Users/stefanosathanasoulias/thesis-projects-container/projects/rxjs-etc-master/source/operators/withLatestFromWhen.ts
